%TITLE%
STC 190425/175647 2.38,-62.08

       LEVEL       HGHT       TEMP       DWPT       WDIR       WSPD
-------------------------------------------------------------------
%RAW%
      978.42,      0.00,     31.13,     21.58,      9.50,      0.01
      958.59,    182.53,     26.32,     20.15,      9.40,      0.01
      931.52,    436.84,     24.87,     19.36,      9.30,      0.01
      904.87,    693.08,     23.18,     18.59,      9.20,      0.01
      878.62,    950.51,     20.98,     17.60,      9.10,      0.01
      852.79,   1209.77,     18.94,     16.33,      9.00,      0.01
      827.37,   1471.25,     17.11,     14.84,      8.90,      0.01
      802.37,   1736.38,     15.88,     13.18,      8.80,      0.01
      777.79,   2004.10,     14.67,     11.42,      8.70,      0.01
      753.63,   2275.48,     13.73,      9.64,      8.60,      0.01
      729.89,   2547.45,     12.24,      7.78,      8.50,      0.01
      706.57,   2822.48,     10.87,      5.91,      8.40,      0.01
      683.67,   3101.05,      9.65,      4.11,      8.30,      0.01
      661.19,   3381.48,      8.24,      2.38,      8.20,      0.01
      639.14,   3664.77,      6.84,      0.71,      8.10,      0.01
      617.51,   3950.66,      5.37,     -0.78,      8.00,      0.01
      596.31,   4239.67,      3.93,     -2.15,      7.90,      0.01
      575.52,   4531.57,      2.48,     -3.62,      7.80,      0.01
      555.17,   4825.49,      0.91,     -5.31,      7.70,      0.01
      535.23,   5121.35,     -0.76,     -7.22,      7.60,      0.01
      515.72,   5419.02,     -2.56,     -9.27,      7.50,      0.01
      496.63,   5719.04,     -4.42,    -11.37,      7.40,      0.01
      477.96,   6021.73,     -6.30,    -13.51,      7.30,      0.01
      459.71,   6328.85,     -8.06,    -15.78,      7.20,      0.01
      441.88,   6638.65,     -9.86,    -18.13,      7.10,      0.01
      424.47,   6951.25,    -11.70,    -20.51,      7.00,      0.01
      407.47,   7266.98,    -13.56,    -23.00,      6.90,      0.01
      390.89,   7584.98,    -15.50,    -25.58,      6.80,      0.01
      374.72,   7905.52,    -17.51,    -28.13,      6.70,      0.01
      358.97,   8228.54,    -19.59,    -30.65,      6.60,      0.01
      343.62,   8553.34,    -21.77,    -33.23,      6.50,      0.01
      328.68,   8879.87,    -24.06,    -35.92,      6.40,      0.01
      314.14,   9207.66,    -26.48,    -38.38,      6.30,      0.01
      300.00,   9536.24,    -29.05,    -40.54,      6.20,      0.01
      286.26,   9865.83,    -31.74,    -42.69,      6.10,      0.01
      272.92,  10196.19,    -34.56,    -44.87,      6.00,      0.01
      259.97,  10527.67,    -37.48,    -47.09,      5.90,      0.01
      247.41,  10864.15,    -40.30,    -49.32,      5.80,      0.01
      235.23,  11204.12,    -43.12,    -51.69,      5.70,      0.01
      223.44,  11551.38,    -45.75,    -54.29,      5.60,      0.01
      212.03,  11903.42,    -48.34,    -57.04,      5.50,      0.01
      200.99,  12258.68,    -50.97,    -59.90,      5.40,      0.01
      190.32,  12614.74,    -53.74,    -62.86,      5.30,      0.01
      180.02,  12968.53,    -56.77,    -65.85,      5.20,      0.01
      170.08,  13324.17,    -59.87,    -68.87,      5.10,      0.01
      160.50,  13682.12,    -63.04,    -71.92,      5.00,      0.01
      151.27,  14044.92,    -66.17,    -74.87,      4.90,      0.01
      142.38,  14412.54,    -69.27,    -77.65,      4.80,      0.01
      133.85,  14787.95,    -72.26,    -80.18,      4.70,      0.01
      125.65,  15175.60,    -75.01,    -82.36,      4.60,      0.01
      117.78,  15575.41,    -77.54,    -84.33,      4.50,      0.01
      110.24,  15988.09,    -79.86,    -86.34,      4.40,      0.01
      103.02,  16427.20,    -81.58,    -87.88,      4.30,      0.01
       96.11,  16903.90,    -82.45,    -88.52,      4.20,      0.01
       89.52,  17413.34,    -82.69,    -88.77,      4.10,      0.01
       83.23,  17977.77,    -81.75,    -89.02,      4.00,      0.01
       77.24,  18599.22,    -79.69,    -89.27,      3.90,      0.01
       71.54,  19262.02,    -77.04,    -89.49,      3.80,      0.01
       66.13,  19950.75,    -74.27,    -89.65,      3.70,      0.01
       60.99,  20654.56,    -71.68,    -89.78,      3.60,      0.01
       56.13,  21368.26,    -69.40,    -89.92,      3.50,      0.01
       51.53,  22104.28,    -67.15,    -90.06,      3.40,      0.01
       47.19,  22848.23,    -65.27,    -90.30,      3.30,      0.01
       43.10,  23609.15,    -63.56,    -90.68,      3.20,      0.01
       39.26,  24384.08,    -62.10,    -91.08,      3.10,      0.01
       35.65,  25181.15,    -60.73,    -91.50,      3.00,      0.01
       32.27,  26016.14,    -59.16,    -91.97,      2.90,      0.01
       29.12,  26884.68,    -57.51,    -92.53,      2.80,      0.01
       26.18,  27786.00,    -55.86,    -93.12,      2.70,      0.01
       23.45,  28722.12,    -54.19,    -93.71,      2.60,      0.01
       20.92,  29685.04,    -52.69,    -94.28,      2.50,      0.01
       18.58,  30685.16,    -51.22,    -94.85,      2.40,      0.01
       16.43,  31726.43,    -49.75,    -95.43,      2.30,      0.01
       14.46,  32806.84,    -48.36,    -96.05,      2.20,      0.01
       12.65,  33946.87,    -46.77,    -96.69,      2.10,      0.01
       11.00,  35152.19,    -44.98,    -97.37,      2.00,      0.01
        9.51,  36425.20,    -43.04,    -98.10,      1.90,      0.01
        8.17,  37787.73,    -40.71,    -98.87,      1.80,      0.01
        6.96,  39271.90,    -37.68,    -99.67,      1.70,      0.01
        5.88,  40873.67,    -34.16,   -100.50,      1.60,      0.01
        4.92,  42609.56,    -30.09,   -101.37,      1.50,      0.01
        4.08,  44500.53,    -25.38,   -102.28,      1.40,      0.01
        3.34,  46546.38,    -20.25,   -103.18,      1.30,      0.01
        2.70,  48720.50,    -15.22,   -104.07,      1.20,      0.01
        2.15,  50918.59,    -11.62,   -104.99,      1.10,      0.01
        1.69,  53200.61,     -8.88,   -106.01,      1.00,      0.01
        1.30,  55685.56,     -5.92,   -107.15,      0.90,      0.01
        0.98,  58088.70,     -5.86,   -108.45,      0.80,      0.01
        0.71,  60486.81,     -7.97,   -109.86,      0.70,      0.01
        0.51,  62800.78,    -13.06,   -111.45,      0.60,      0.01
        0.35,  64963.64,    -21.77,   -113.35,      0.50,      0.01
        0.22,  67108.59,    -33.02,   -115.45,      0.40,      0.01
        0.14,  69643.56,    -43.94,   -117.62,      0.30,      0.01
        0.08,  72534.34,    -55.81,   -120.03,      0.20,      0.01
        0.04,  76600.83,    -64.32,   -122.90,      0.10,      0.01
        0.02,  83131.77,    -64.52,   -126.45,      0.00,      0.01
%END%
