%TITLE%
STC 190425/175647 1.94,-64.68

       LEVEL       HGHT       TEMP       DWPT       WDIR       WSPD
-------------------------------------------------------------------
%RAW%
      956.33,      0.00,     27.26,     21.60,      9.40,      0.01
      931.52,    231.76,     23.59,     19.27,      9.30,      0.01
      904.87,    486.74,     22.40,     17.91,      9.20,      0.01
      878.62,    744.80,     21.78,     16.54,      9.10,      0.01
      852.79,   1003.33,     19.72,     15.06,      9.00,      0.01
      827.37,   1264.36,     18.07,     13.39,      8.90,      0.01
      802.37,   1528.82,     16.93,     11.63,      8.80,      0.01
      777.79,   1794.76,     15.41,      9.86,      8.70,      0.01
      753.63,   2065.23,     14.52,      8.11,      8.60,      0.01
      729.89,   2336.43,     13.07,      6.30,      8.50,      0.01
      706.57,   2612.59,     12.16,      4.43,      8.40,      0.01
      683.67,   2890.27,     10.93,      2.55,      8.30,      0.01
      661.19,   3171.92,      9.89,      0.75,      8.20,      0.01
      639.14,   3454.78,      8.51,     -0.93,      8.10,      0.01
      617.51,   3739.46,      6.94,     -2.34,      8.00,      0.01
      596.31,   4024.69,      5.04,     -3.57,      7.90,      0.01
      575.52,   4313.35,      3.27,     -4.88,      7.80,      0.01
      555.17,   4605.35,      1.58,     -6.31,      7.70,      0.01
      535.23,   4900.08,     -0.12,     -7.87,      7.60,      0.01
      515.72,   5196.49,     -1.96,     -9.43,      7.50,      0.01
      496.63,   5495.33,     -3.84,    -10.90,      7.40,      0.01
      477.96,   5796.39,     -5.80,    -12.41,      7.30,      0.01
      459.71,   6101.25,     -7.66,    -14.01,      7.20,      0.01
      441.88,   6407.86,     -9.64,    -15.65,      7.10,      0.01
      424.47,   6716.04,    -11.75,    -17.32,      7.00,      0.01
      407.47,   7026.72,    -13.88,    -19.13,      6.90,      0.01
      390.89,   7339.55,    -16.08,    -21.07,      6.80,      0.01
      374.72,   7654.63,    -18.34,    -23.07,      6.70,      0.01
      358.97,   7971.55,    -20.69,    -25.17,      6.60,      0.01
      343.62,   8289.59,    -23.16,    -27.36,      6.50,      0.01
      328.68,   8609.76,    -25.68,    -29.65,      6.40,      0.01
      314.14,   8932.08,    -28.25,    -32.20,      6.30,      0.01
      300.00,   9257.00,    -30.85,    -34.99,      6.20,      0.01
      286.26,   9584.48,    -33.49,    -37.82,      6.10,      0.01
      272.92,   9915.94,    -36.08,    -40.76,      6.00,      0.01
      259.97,  10253.39,    -38.53,    -43.78,      5.90,      0.01
      247.41,  10598.08,    -40.80,    -46.80,      5.80,      0.01
      235.23,  10946.41,    -43.09,    -49.89,      5.70,      0.01
      223.44,  11301.01,    -45.29,    -53.09,      5.60,      0.01
      212.03,  11657.84,    -47.58,    -56.36,      5.50,      0.01
      200.99,  12014.43,    -50.08,    -59.64,      5.40,      0.01
      190.32,  12368.84,    -52.86,    -62.91,      5.30,      0.01
      180.02,  12716.88,    -56.07,    -66.11,      5.20,      0.01
      170.08,  13065.51,    -59.39,    -69.21,      5.10,      0.01
      160.50,  13415.22,    -62.80,    -72.15,      5.00,      0.01
      151.27,  13768.85,    -66.19,    -74.95,      4.90,      0.01
      142.38,  14127.68,    -69.53,    -77.54,      4.80,      0.01
      133.85,  14498.68,    -72.58,    -79.88,      4.70,      0.01
      125.65,  14884.31,    -75.29,    -81.95,      4.60,      0.01
      117.78,  15283.72,    -77.73,    -83.94,      4.50,      0.01
      110.24,  15698.36,    -79.89,    -85.99,      4.40,      0.01
      103.02,  16136.98,    -81.53,    -87.56,      4.30,      0.01
       96.11,  16607.27,    -82.49,    -88.21,      4.20,      0.01
       89.52,  17106.71,    -82.90,    -88.46,      4.10,      0.01
       83.23,  17658.14,    -82.19,    -88.71,      4.00,      0.01
       77.24,  18259.23,    -80.54,    -88.96,      3.90,      0.01
       71.54,  18904.28,    -78.20,    -89.18,      3.80,      0.01
       66.13,  19601.08,    -75.05,    -89.32,      3.70,      0.01
       60.99,  20320.90,    -71.91,    -89.45,      3.60,      0.01
       56.13,  21044.48,    -69.25,    -89.59,      3.50,      0.01
       51.53,  21784.20,    -66.79,    -89.72,      3.40,      0.01
       47.19,  22524.58,    -64.87,    -89.96,      3.30,      0.01
       43.10,  23279.54,    -63.18,    -90.33,      3.20,      0.01
       39.26,  24045.32,    -61.81,    -90.74,      3.10,      0.01
       35.65,  24830.39,    -60.57,    -91.15,      3.00,      0.01
       32.27,  25651.33,    -59.16,    -91.63,      2.90,      0.01
       29.12,  26508.08,    -57.62,    -92.18,      2.80,      0.01
       26.18,  27399.41,    -56.03,    -92.76,      2.70,      0.01
       23.45,  28327.01,    -54.39,    -93.35,      2.60,      0.01
       20.92,  29282.47,    -52.90,    -93.92,      2.50,      0.01
       18.58,  30275.48,    -51.42,    -94.49,      2.40,      0.01
       16.43,  31322.83,    -49.71,    -95.06,      2.30,      0.01
       14.46,  32424.00,    -47.86,    -95.68,      2.20,      0.01
       12.65,  33575.82,    -45.97,    -96.32,      2.10,      0.01
       11.00,  34782.73,    -44.06,    -96.99,      2.00,      0.01
        9.51,  36040.79,    -42.23,    -97.72,      1.90,      0.01
        8.17,  37371.57,    -40.26,    -98.49,      1.80,      0.01
        6.96,  38816.38,    -37.65,    -99.29,      1.70,      0.01
        5.88,  40376.88,    -34.54,   -100.13,      1.60,      0.01
        4.92,  42095.67,    -30.53,   -100.99,      1.50,      0.01
        4.08,  43959.30,    -26.00,   -101.90,      1.40,      0.01
        3.34,  45992.09,    -20.85,   -102.80,      1.30,      0.01
        2.70,  48159.28,    -15.71,   -103.69,      1.20,      0.01
        2.15,  50373.39,    -11.76,   -104.61,      1.10,      0.01
        1.69,  52678.71,     -8.61,   -105.62,      1.00,      0.01
        1.30,  55142.45,     -5.71,   -106.77,      0.90,      0.01
        0.98,  57529.25,     -5.66,   -108.07,      0.80,      0.01
        0.71,  59910.33,     -7.79,   -109.48,      0.70,      0.01
        0.51,  62209.11,    -12.86,   -111.06,      0.60,      0.01
        0.35,  64353.74,    -21.58,   -112.96,      0.50,      0.01
        0.22,  66472.46,    -32.89,   -115.06,      0.40,      0.01
        0.14,  68973.74,    -43.88,   -117.23,      0.30,      0.01
        0.08,  71828.82,    -55.81,   -119.64,      0.20,      0.01
        0.04,  75864.23,    -64.29,   -122.51,      0.10,      0.01
        0.02,  82363.26,    -64.38,   -126.07,      0.00,      0.01
%END%
