%TITLE%
STC 190425/175647 1.52,-72.4

       LEVEL       HGHT       TEMP       DWPT       WDIR       WSPD
-------------------------------------------------------------------
%RAW%
      973.73,      0.00,     30.61,     13.35,      9.50,      0.01
      958.59,    138.38,     23.24,     12.66,      9.40,      0.01
      931.52,    390.17,     21.45,     12.52,      9.30,      0.01
      904.87,    644.02,     19.68,     13.06,      9.20,      0.01
      878.62,    898.37,     16.95,     12.85,      9.10,      0.01
      852.79,   1155.92,     15.28,     12.29,      9.00,      0.01
      827.37,   1416.67,     13.99,     12.26,      8.90,      0.01
      802.37,   1677.80,     11.93,     11.93,      8.80,      0.01
      777.79,   1946.71,     11.65,     11.65,      8.70,      0.01
      753.63,   2207.24,      8.26,      8.26,      8.60,      0.01
      729.89,   2481.18,      7.85,      7.85,      8.50,      0.01
      706.57,   2753.98,      6.48,      6.48,      8.40,      0.01
      683.67,   3031.86,      5.67,      5.67,      8.30,      0.01
      661.19,   3310.10,      4.38,      4.38,      8.20,      0.01
      639.14,   3601.07,      4.72,      3.50,      8.10,      0.01
      617.51,   3886.51,      3.56,      0.76,      8.00,      0.01
      596.31,   4171.92,      1.97,     -2.27,      7.90,      0.01
      575.52,   4454.02,     -0.42,     -5.36,      7.80,      0.01
      555.17,   4748.12,     -1.61,     -8.51,      7.70,      0.01
      535.23,   5050.51,     -2.25,    -11.78,      7.60,      0.01
      515.72,   5357.63,     -2.84,    -14.72,      7.50,      0.01
      496.63,   5668.62,     -3.49,    -17.09,      7.40,      0.01
      477.96,   5980.50,     -4.47,    -19.35,      7.30,      0.01
      459.71,   6294.73,     -5.60,    -21.59,      7.20,      0.01
      441.88,   6611.26,     -6.89,    -23.65,      7.10,      0.01
      424.47,   6930.92,     -8.25,    -25.36,      7.00,      0.01
      407.47,   7251.58,     -9.84,    -26.63,      6.90,      0.01
      390.89,   7572.53,    -11.69,    -27.58,      6.80,      0.01
      374.72,   7894.92,    -13.69,    -28.59,      6.70,      0.01
      358.97,   8217.91,    -15.88,    -29.82,      6.60,      0.01
      343.62,   8539.65,    -18.38,    -30.75,      6.50,      0.01
      328.68,   8863.73,    -20.92,    -31.37,      6.40,      0.01
      314.14,   9187.23,    -23.67,    -32.75,      6.30,      0.01
      300.00,   9520.20,    -26.03,    -34.76,      6.20,      0.01
      286.26,   9854.41,    -28.52,    -36.93,      6.10,      0.01
      272.92,  10183.74,    -31.45,    -39.57,      6.00,      0.01
      259.97,  10513.61,    -34.51,    -42.59,      5.90,      0.01
      247.41,  10836.24,    -38.07,    -45.56,      5.80,      0.01
      235.23,  11155.72,    -41.89,    -48.58,      5.70,      0.01
      223.44,  11465.69,    -46.25,    -51.77,      5.60,      0.01
