%TITLE%
STC 190425/175647 2.14,-66.29

       LEVEL       HGHT       TEMP       DWPT       WDIR       WSPD
-------------------------------------------------------------------
%RAW%
      997.83,      0.00,     26.77,     18.39,      9.60,      0.01
      986.07,    106.28,     33.81,     23.78,      9.50,      0.01
      958.59,    358.29,     31.71,     22.95,      9.40,      0.01
      931.52,    614.08,     31.78,     22.00,      9.30,      0.01
      904.87,    871.89,     30.79,     21.32,      9.20,      0.01
      878.62,   1132.49,     29.84,     20.70,      9.10,      0.01
      852.79,   1392.35,     27.45,     19.77,      9.00,      0.01
      827.37,   1652.44,     24.66,     18.48,      8.90,      0.01
      802.37,   1920.30,     23.95,     17.14,      8.80,      0.01
      777.79,   2185.33,     21.61,     15.92,      8.70,      0.01
      753.63,   2458.42,     20.81,     14.76,      8.60,      0.01
      729.89,   2728.18,     18.62,     13.57,      8.50,      0.01
      706.57,   2993.93,     15.38,     11.63,      8.40,      0.01
      683.67,   3268.39,     13.64,      8.91,      8.30,      0.01
      661.19,   3545.43,     11.92,      6.22,      8.20,      0.01
      639.14,   3819.33,      9.35,      3.52,      8.10,      0.01
      617.51,   4104.65,      8.12,      1.12,      8.00,      0.01
      596.31,   4400.00,      7.78,     -1.01,      7.90,      0.01
      575.52,   4696.33,      7.06,     -3.33,      7.80,      0.01
      555.17,   4991.39,      5.76,     -5.96,      7.70,      0.01
      535.23,   5286.39,      4.11,     -8.94,      7.60,      0.01
      515.72,   5583.80,      2.34,    -11.00,      7.50,      0.01
      496.63,   5883.29,      0.44,    -11.86,      7.40,      0.01
      477.96,   6185.78,     -1.45,    -12.82,      7.30,      0.01
      459.71,   6491.83,     -3.29,    -13.89,      7.20,      0.01
      441.88,   6797.41,     -5.42,    -15.04,      7.10,      0.01
      424.47,   7103.42,     -7.75,    -16.29,      7.00,      0.01
      407.47,   7409.30,    -10.29,    -17.82,      6.90,      0.01
      390.89,   7714.24,    -13.07,    -19.63,      6.80,      0.01
      374.72,   8019.03,    -16.02,    -21.58,      6.70,      0.01
      358.97,   8324.83,    -19.06,    -23.68,      6.60,      0.01
      343.62,   8629.99,    -22.26,    -26.49,      6.50,      0.01
      328.68,   8932.76,    -25.72,    -30.12,      6.40,      0.01
      314.14,   9236.40,    -29.25,    -33.46,      6.30,      0.01
      300.00,   9540.78,    -32.85,    -36.37,      6.20,      0.01
      286.26,   9846.91,    -36.44,    -39.37,      6.10,      0.01
      272.92,  10154.22,    -40.07,    -42.44,      6.00,      0.01
      259.97,  10469.31,    -43.39,    -45.48,      5.90,      0.01
      247.41,  10799.16,    -46.11,    -48.49,      5.80,      0.01
      235.23,  11138.09,    -48.56,    -51.50,      5.70,      0.01
      223.44,  11496.56,    -50.29,    -54.56,      5.60,      0.01
      212.03,  11867.83,    -51.67,    -57.69,      5.50,      0.01
      200.99,  12251.34,    -52.79,    -60.82,      5.40,      0.01
      190.32,  12640.32,    -53.94,    -63.94,      5.30,      0.01
      180.02,  13017.92,    -55.82,    -67.05,      5.20,      0.01
      170.08,  13393.19,    -58.00,    -70.14,      5.10,      0.01
      160.50,  13752.34,    -60.98,    -73.14,      5.00,      0.01
      151.27,  14110.60,    -64.15,    -75.90,      4.90,      0.01
      142.38,  14472.89,    -67.32,    -78.39,      4.80,      0.01
      133.85,  14839.11,    -70.50,    -80.66,      4.70,      0.01
      125.65,  15212.72,    -73.58,    -82.72,      4.60,      0.01
      117.78,  15595.03,    -76.54,    -84.65,      4.50,      0.01
      110.24,  15989.26,    -79.29,    -86.61,      4.40,      0.01
      103.02,  16410.56,    -81.41,    -88.12,      4.30,      0.01
       96.11,  16874.67,    -82.50,    -88.70,      4.20,      0.01
       89.52,  17373.45,    -82.89,    -88.90,      4.10,      0.01
       83.23,  17925.32,    -82.14,    -89.09,      4.00,      0.01
       77.24,  18516.13,    -80.76,    -89.29,      3.90,      0.01
       71.54,  19144.28,    -78.86,    -89.48,      3.80,      0.01
       66.13,  19832.76,    -75.92,    -89.63,      3.70,      0.01
       60.99,  20549.32,    -72.84,    -89.76,      3.60,      0.01
       56.13,  21282.24,    -69.95,    -89.89,      3.50,      0.01
       51.53,  22034.15,    -67.18,    -90.03,      3.40,      0.01
       47.19,  22785.64,    -65.00,    -90.27,      3.30,      0.01
       43.10,  23553.45,    -63.02,    -90.64,      3.20,      0.01
       39.26,  24329.68,    -61.41,    -91.04,      3.10,      0.01
       35.65,  25126.54,    -59.93,    -91.45,      3.00,      0.01
       32.27,  25955.77,    -58.36,    -91.93,      2.90,      0.01
       29.12,  26827.52,    -56.54,    -92.48,      2.80,      0.01
       26.18,  27731.52,    -54.72,    -93.06,      2.70,      0.01
       23.45,  28669.50,    -52.92,    -93.65,      2.60,      0.01
       20.92,  29625.75,    -51.44,    -94.22,      2.50,      0.01
       18.58,  30619.71,    -49.97,    -94.78,      2.40,      0.01
       16.43,  31632.46,    -48.86,    -95.36,      2.30,      0.01
       14.46,  32672.20,    -48.01,    -95.97,      2.20,      0.01
       12.65,  33761.43,    -47.08,    -96.61,      2.10,      0.01
       11.00,  34904.54,    -46.08,    -97.28,      2.00,      0.01
        9.51,  36157.63,    -44.25,    -98.01,      1.90,      0.01
        8.17,  37517.26,    -41.78,    -98.78,      1.80,      0.01
        6.96,  39003.48,    -38.54,    -99.57,      1.70,      0.01
        5.88,  40615.67,    -34.70,   -100.40,      1.60,      0.01
        4.92,  42405.03,    -29.77,   -101.27,      1.50,      0.01
        4.08,  44345.66,    -24.30,   -102.17,      1.40,      0.01
        3.34,  46394.70,    -19.01,   -103.07,      1.30,      0.01
        2.70,  48558.56,    -13.98,   -103.95,      1.20,      0.01
        2.15,  50734.04,    -10.51,   -104.87,      1.10,      0.01
        1.69,  52979.06,     -8.02,   -105.88,      1.00,      0.01
        1.30,  55413.56,     -5.43,   -107.02,      0.90,      0.01
        0.98,  57782.53,     -5.52,   -108.32,      0.80,      0.01
        0.71,  60140.85,     -7.80,   -109.72,      0.70,      0.01
        0.51,  62420.55,    -12.96,   -111.30,      0.60,      0.01
        0.35,  64548.38,    -21.72,   -113.19,      0.50,      0.01
        0.22,  66653.44,    -33.02,   -115.29,      0.40,      0.01
        0.14,  69143.74,    -43.97,   -117.45,      0.30,      0.01
        0.08,  71986.00,    -55.87,   -119.85,      0.20,      0.01
        0.04,  76004.17,    -64.34,   -122.72,      0.10,      0.01
        0.02,  82484.11,    -64.46,   -126.26,      0.00,      0.01
%END%
