icao,iata,synop,name,state,country,lat,lon,elev,priority,srcid,ctf_low,ctf_high,ctp_low,ctp_high,blmult
,,,190425_181559_075_j01,,,68.26,-95.9,2,green,190425_181559_075_j01,0,9,960,508,0.86
,,,190425_181559_076_j01,,,68.45,-94.83,0,green,190425_181559_076_j01,0,12,960,533,0.84
,,,190425_181559_077_j01,,,68.63,-93.74,7,green,190425_181559_077_j01,0,7,958,415,0.79
,,,190425_181559_078_j01,,,68.81,-92.62,108,green,190425_181559_078_j01,0,7,944,526,0.29
,,,190425_181559_079_j01,,,68.99,-91.46,192,green,190425_181559_079_j01,0,17,933,659,0.88
,,,190425_181559_080_j01,,,69.16,-90.24,16,green,190425_181559_080_j01,0,36,956,713,0.72
,,,190425_181559_081_j01,,,69.32,-88.96,10,green,190425_181559_081_j01,0,24,957,604,0.74
,,,190425_181559_082_j01,,,69.49,-87.59,0,green,190425_181559_082_j01,0,21,958,616,0.8
,,,190425_181559_083_j01,,,69.65,-86.11,12,green,190425_181559_083_j01,0,14,956,595,0.73
,,,190425_181559_084_j01,,,69.81,-84.51,131,green,190425_181559_084_j01,0,12,941,579,1.17
,,,190425_181559_085_j01,,,69.96,-82.74,78,green,190425_181559_085_j01,0,24,948,736,0.41
,,,190425_181559_086_j01,,,70.11,-80.77,58,green,190425_181559_086_j01,30,11,863,624,0.49
,,,190425_181559_087_j01,,,70.25,-78.53,77,green,190425_181559_087_j01,24,19,767,504,0.39
,,,190425_181559_088_j01,,,70.37,-75.95,388,green,190425_181559_088_j01,48,3,732,362,0.94
,,,190425_181559_089_j01,,,70.46,-72.92,680,green,190425_181559_089_j01,0,20,872,389,0.65
,,,190425_181559_090_j01,,,70.5,-69.24,266,green,190425_181559_090_j01,0,32,928,543,0.71
,,,190425_181559_091_j01,,,63.46,-114.97,268,green,190425_181559_091_j01,70,10,646,575,1.06
,,,190425_181559_092_j01,,,64.27,-112.91,447,green,190425_181559_092_j01,40,49,699,691,0.2
,,,190425_181559_093_j01,,,64.92,-111.1,478,green,190425_181559_093_j01,1,67,300,710,1.01
,,,190425_181559_094_j01,,,65.47,-109.48,477,green,190425_181559_094_j01,0,12,908,447,0.96
,,,190425_181559_095_j01,,,65.93,-108.0,352,green,190425_181559_095_j01,55,1,783,409,0.49
,,,190425_181559_096_j01,,,66.34,-106.62,258,green,190425_181559_096_j01,0,37,933,717,0.88
,,,190425_181559_097_j01,,,66.69,-105.34,234,green,190425_181559_097_j01,7,25,636,507,0.96
,,,190425_181559_098_j01,,,67.01,-104.13,162,green,190425_181559_098_j01,0,15,944,472,0.28
,,,190425_181559_099_j01,,,67.31,-102.96,104,green,190425_181559_099_j01,44,29,605,624,0.53
,,,190425_181559_100_j01,,,67.58,-101.84,35,green,190425_181559_100_j01,0,22,959,671,0.84
,,,190425_181559_101_j01,,,67.83,-100.74,10,green,190425_181559_101_j01,0,13,962,558,0.94
,,,190425_181559_102_j01,,,68.06,-99.67,0,green,190425_181559_102_j01,0,8,963,441,0.96
,,,190425_181559_103_j01,,,68.28,-98.61,5,green,190425_181559_103_j01,0,14,961,573,0.91
,,,190425_181559_104_j01,,,68.49,-97.54,12,green,190425_181559_104_j01,0,11,960,574,0.84
,,,190425_181559_105_j01,,,68.69,-96.48,37,green,190425_181559_105_j01,0,11,955,538,0.7
,,,190425_181559_106_j01,,,68.88,-95.39,5,green,190425_181559_106_j01,0,11,959,508,0.82
,,,190425_181559_107_j01,,,69.07,-94.28,8,green,190425_181559_107_j01,0,9,958,514,0.78
,,,190425_181559_108_j01,,,69.25,-93.15,43,green,190425_181559_108_j01,0,11,953,544,0.61
,,,190425_181559_109_j01,,,69.43,-91.96,94,green,190425_181559_109_j01,0,17,946,611,0.35
,,,190425_181559_110_j01,,,69.6,-90.72,19,green,190425_181559_110_j01,0,20,956,558,0.7
,,,190425_181559_111_j01,,,69.77,-89.41,0,green,190425_181559_111_j01,0,18,958,561,0.8
,,,190425_181559_112_j01,,,69.94,-88.02,0,green,190425_181559_112_j01,18,15,949,487,0.81
,,,190425_181559_113_j01,,,70.1,-86.51,68,green,190425_181559_113_j01,4,23,935,590,0.47
,,,190425_181559_114_j01,,,70.27,-84.88,240,green,190425_181559_114_j01,0,17,927,665,0.66
,,,190425_181559_115_j01,,,70.42,-83.07,201,green,190425_181559_115_j01,0,20,932,738,0.84
,,,190425_181559_116_j01,,,70.57,-81.05,109,green,190425_181559_116_j01,0,19,944,677,0.27
,,,190425_181559_117_j01,,,70.71,-78.77,157,green,190425_181559_117_j01,0,14,937,515,1.03
,,,190425_181559_118_j01,,,70.84,-76.13,513,green,190425_181559_118_j01,0,64,892,725,0.4
,,,190425_181559_119_j01,,,70.93,-73.03,618,green,190425_181559_119_j01,0,5,881,447,0.98
,,,190425_181559_120_j01,,,70.97,-69.26,65,green,190425_181559_120_j01,0,3,955,300,0.68
,,,190425_193839_001_j01,,,0.55,-102.8,0,green,190425_193839_001_j01,72,0,689,521,0.88
,,,190425_193839_002_j01,,,0.75,-101.61,0,green,190425_193839_002_j01,57,0,926,452,0.88
,,,190425_193839_003_j01,,,0.91,-100.63,0,green,190425_193839_003_j01,53,1,677,446,0.88
,,,190425_193839_004_j01,,,1.06,-99.77,0,yellow,190425_193839_004_j01,94,1,846,294,0.88
,,,190425_193839_005_j01,,,1.19,-99.03,0,green,190425_193839_005_j01,0,0,961,381,0.88
,,,190425_193839_006_j01,,,1.3,-98.36,0,green,190425_193839_006_j01,0,0,960,266,0.88
,,,190425_193839_007_j01,,,1.41,-97.75,0,green,190425_193839_007_j01,0,0,961,232,0.88
,,,190425_193839_008_j01,,,1.51,-97.18,0,green,190425_193839_008_j01,0,0,961,240,0.88
,,,190425_193839_009_j01,,,1.6,-96.66,0,green,190425_193839_009_j01,0,0,961,379,0.88
,,,190425_193839_010_j01,,,1.69,-96.16,0,green,190425_193839_010_j01,0,0,945,186,0.88
,,,190425_193839_011_j01,,,1.78,-95.69,0,green,190425_193839_011_j01,0,0,961,163,0.88
,,,190425_193839_012_j01,,,1.86,-95.23,0,green,190425_193839_012_j01,0,0,961,237,0.88
,,,190425_193839_013_j01,,,1.94,-94.79,0,green,190425_193839_013_j01,5,24,784,342,0.88
,,,190425_193839_014_j01,,,2.02,-94.36,0,green,190425_193839_014_j01,0,28,824,348,0.87
,,,190425_193839_015_j01,,,2.1,-93.93,0,green,190425_193839_015_j01,6,10,708,357,0.87
,,,190425_193839_016_j01,,,2.18,-93.5,0,green,190425_193839_016_j01,29,4,801,367,0.87
,,,190425_193839_017_j01,,,2.26,-93.08,0,green,190425_193839_017_j01,0,0,960,405,0.87
,,,190425_193839_018_j01,,,2.34,-92.64,0,green,190425_193839_018_j01,9,8,768,383,0.87
,,,190425_193839_019_j01,,,2.42,-92.2,0,green,190425_193839_019_j01,0,0,960,397,0.87
,,,190425_193839_020_j01,,,2.5,-91.74,0,green,190425_193839_020_j01,0,0,960,260,0.87
,,,190425_193839_021_j01,,,2.58,-91.27,0,green,190425_193839_021_j01,0,0,960,174,0.87
,,,190425_193839_022_j01,,,2.67,-90.77,0,green,190425_193839_022_j01,0,0,960,197,0.87
,,,190425_193839_023_j01,,,2.76,-90.24,0,green,190425_193839_023_j01,0,8,960,270,0.87
,,,190425_193839_024_j01,,,2.86,-89.68,0,green,190425_193839_024_j01,12,19,769,268,0.87
,,,190425_193839_025_j01,,,2.97,-89.06,0,green,190425_193839_025_j01,1,20,792,266,0.88
,,,190425_193839_026_j01,,,3.08,-88.39,0,green,190425_193839_026_j01,10,10,723,279,0.88
,,,190425_193839_027_j01,,,3.21,-87.63,0,green,190425_193839_027_j01,24,8,794,258,0.88
,,,190425_193839_028_j01,,,3.35,-86.77,0,green,190425_193839_028_j01,0,2,960,255,0.88
,,,190425_193839_029_j01,,,3.51,-85.77,0,green,190425_193839_029_j01,16,1,731,122,0.87
,,,190425_193839_030_j01,,,3.7,-84.57,0,green,190425_193839_030_j01,0,1,960,185,0.87
,,,190425_193839_031_j01,,,1.01,-102.91,0,green,190425_193839_031_j01,27,4,749,518,0.87
,,,190425_193839_032_j01,,,1.21,-101.72,0,yellow,190425_193839_032_j01,98,0,954,422,0.87
,,,190425_193839_033_j01,,,1.38,-100.73,0,green,190425_193839_033_j01,31,0,702,96,0.88
,,,190425_193839_034_j01,,,1.53,-99.88,0,green,190425_193839_034_j01,52,0,754,223,0.88
,,,190425_193839_035_j01,,,1.65,-99.13,0,green,190425_193839_035_j01,0,0,961,457,0.88
,,,190425_193839_036_j01,,,1.77,-98.46,0,green,190425_193839_036_j01,0,0,961,379,0.88
,,,190425_193839_037_j01,,,1.88,-97.85,0,green,190425_193839_037_j01,3,0,828,383,0.88
,,,190425_193839_038_j01,,,1.98,-97.29,0,green,190425_193839_038_j01,0,0,961,259,0.88
,,,190425_193839_039_j01,,,2.07,-96.76,0,green,190425_193839_039_j01,32,0,767,381,0.88
,,,190425_193839_040_j01,,,2.16,-96.27,0,green,190425_193839_040_j01,6,6,644,420,0.88
,,,190425_193839_041_j01,,,2.25,-95.79,0,green,190425_193839_041_j01,4,18,754,356,0.88
,,,190425_193839_042_j01,,,2.33,-95.34,0,green,190425_193839_042_j01,2,33,767,335,0.88
,,,190425_193839_043_j01,,,2.41,-94.9,0,green,190425_193839_043_j01,5,31,807,333,0.88
,,,190425_193839_044_j01,,,2.49,-94.46,0,green,190425_193839_044_j01,1,19,859,382,0.88
,,,190425_193839_045_j01,,,2.57,-94.04,0,green,190425_193839_045_j01,1,27,771,369,0.87
,,,190425_193839_046_j01,,,2.65,-93.61,0,green,190425_193839_046_j01,10,23,779,349,0.87
,,,190425_193839_047_j01,,,2.73,-93.18,0,green,190425_193839_047_j01,1,14,870,342,0.87
,,,190425_193839_048_j01,,,2.81,-92.75,0,green,190425_193839_048_j01,7,6,794,386,0.87
,,,190425_193839_049_j01,,,2.89,-92.3,0,green,190425_193839_049_j01,0,0,960,388,0.87
,,,190425_193839_050_j01,,,2.97,-91.85,0,green,190425_193839_050_j01,0,0,960,316,0.87
,,,190425_193839_051_j01,,,3.05,-91.37,0,green,190425_193839_051_j01,18,3,869,279,0.87
,,,190425_193839_052_j01,,,3.14,-90.87,0,green,190425_193839_052_j01,0,0,960,355,0.87
,,,190425_193839_053_j01,,,3.23,-90.35,0,green,190425_193839_053_j01,0,3,960,277,0.87
,,,190425_193839_054_j01,,,3.33,-89.78,0,green,190425_193839_054_j01,27,3,835,241,0.87
,,,190425_193839_055_j01,,,3.44,-89.17,0,green,190425_193839_055_j01,7,8,626,257,0.88
,,,190425_193839_056_j01,,,3.55,-88.49,0,green,190425_193839_056_j01,29,17,943,254,0.88
,,,190425_193839_057_j01,,,3.67,-87.74,0,green,190425_193839_057_j01,9,5,493,236,0.87
,,,190425_193839_058_j01,,,3.81,-86.88,0,green,190425_193839_058_j01,0,0,960,188,0.87
,,,190425_193839_059_j01,,,3.97,-85.88,0,green,190425_193839_059_j01,41,3,777,357,0.87
,,,190425_193839_060_j01,,,4.16,-84.67,0,green,190425_193839_060_j01,64,1,839,103,0.87
,,,190425_193839_061_j01,,,1.48,-103.02,0,green,190425_193839_061_j01,51,20,644,636,0.87
,,,190425_193839_062_j01,,,1.68,-101.83,0,green,190425_193839_062_j01,36,0,938,470,0.87
,,,190425_193839_063_j01,,,1.85,-100.84,0,green,190425_193839_063_j01,46,0,776,502,0.87
,,,190425_193839_064_j01,,,1.99,-99.99,0,green,190425_193839_064_j01,0,0,960,370,0.88
,,,190425_193839_065_j01,,,2.12,-99.24,0,green,190425_193839_065_j01,0,0,961,384,0.88
,,,190425_193839_066_j01,,,2.24,-98.57,0,green,190425_193839_066_j01,6,0,900,377,0.88
,,,190425_193839_067_j01,,,2.35,-97.96,0,green,190425_193839_067_j01,67,0,761,242,0.88
,,,190425_193839_068_j01,,,2.45,-97.4,0,green,190425_193839_068_j01,44,1,865,250,0.88
,,,190425_193839_069_j01,,,2.54,-96.87,0,green,190425_193839_069_j01,0,0,961,313,0.88
,,,190425_193839_070_j01,,,2.63,-96.37,0,green,190425_193839_070_j01,2,2,732,352,0.88
,,,190425_193839_071_j01,,,2.72,-95.9,0,green,190425_193839_071_j01,2,26,771,333,0.88
,,,190425_193839_072_j01,,,2.8,-95.45,0,green,190425_193839_072_j01,3,13,833,365,0.88
,,,190425_193839_073_j01,,,2.88,-95.0,0,green,190425_193839_073_j01,3,26,796,385,0.88
,,,190425_193839_074_j01,,,2.96,-94.57,0,green,190425_193839_074_j01,7,24,815,347,0.88
,,,190425_193839_075_j01,,,3.04,-94.14,0,green,190425_193839_075_j01,20,15,759,362,0.88
,,,190425_193839_076_j01,,,3.12,-93.71,0,green,190425_193839_076_j01,2,23,840,361,0.88
,,,190425_193839_077_j01,,,3.2,-93.29,0,green,190425_193839_077_j01,1,43,788,339,0.88
,,,190425_193839_078_j01,,,3.28,-92.85,0,green,190425_193839_078_j01,0,40,789,341,0.87
,,,190425_193839_079_j01,,,3.36,-92.41,0,green,190425_193839_079_j01,2,19,835,387,0.87
,,,190425_193839_080_j01,,,3.44,-91.95,0,green,190425_193839_080_j01,0,28,915,370,0.87
,,,190425_193839_081_j01,,,3.52,-91.48,0,green,190425_193839_081_j01,12,9,726,310,0.87
,,,190425_193839_082_j01,,,3.61,-90.98,0,green,190425_193839_082_j01,0,1,592,242,0.87
,,,190425_193839_083_j01,,,3.7,-90.45,0,green,190425_193839_083_j01,0,0,960,255,0.87
,,,190425_193839_084_j01,,,3.8,-89.88,0,green,190425_193839_084_j01,0,2,960,235,0.87
,,,190425_193839_085_j01,,,3.9,-89.27,0,green,190425_193839_085_j01,1,11,869,316,0.87
,,,190425_193839_086_j01,,,4.02,-88.59,0,green,190425_193839_086_j01,2,14,357,259,0.87
,,,190425_193839_087_j01,,,4.14,-87.84,0,green,190425_193839_087_j01,6,11,932,339,0.87
,,,190425_193839_088_j01,,,4.28,-86.98,0,green,190425_193839_088_j01,51,1,888,103,0.87
,,,190425_193839_089_j01,,,4.44,-85.98,0,green,190425_193839_089_j01,56,1,862,96,0.87
,,,190425_193839_090_j01,,,4.63,-84.77,0,green,190425_193839_090_j01,50,1,725,96,0.86
,,,190425_193839_091_j01,,,1.94,-103.12,0,green,190425_193839_091_j01,56,0,737,509,0.87
,,,190425_193839_092_j01,,,2.14,-101.93,0,green,190425_193839_092_j01,3,5,704,533,0.87
,,,190425_193839_093_j01,,,2.31,-100.94,0,green,190425_193839_093_j01,2,3,762,476,0.87
,,,190425_193839_094_j01,,,2.46,-100.09,0,green,190425_193839_094_j01,1,0,797,431,0.87
,,,190425_193839_095_j01,,,2.59,-99.35,0,green,190425_193839_095_j01,0,0,960,460,0.88
,,,190425_193839_096_j01,,,2.71,-98.67,0,green,190425_193839_096_j01,23,0,788,370,0.88
,,,190425_193839_097_j01,,,2.82,-98.06,0,green,190425_193839_097_j01,61,0,725,369,0.88
,,,190425_193839_098_j01,,,2.92,-97.5,0,green,190425_193839_098_j01,4,1,934,400,0.88
,,,190425_193839_099_j01,,,3.01,-96.98,0,green,190425_193839_099_j01,21,0,954,382,0.88
,,,190425_193839_100_j01,,,3.1,-96.48,0,green,190425_193839_100_j01,31,1,785,254,0.88
,,,190425_193839_101_j01,,,3.19,-96.01,0,green,190425_193839_101_j01,0,0,920,260,0.88
,,,190425_193839_102_j01,,,3.27,-95.55,0,green,190425_193839_102_j01,0,1,961,456,0.88
,,,190425_193839_103_j01,,,3.35,-95.11,0,green,190425_193839_103_j01,1,30,774,325,0.88
,,,190425_193839_104_j01,,,3.43,-94.68,0,green,190425_193839_104_j01,0,50,775,322,0.88
,,,190425_193839_105_j01,,,3.51,-94.25,0,yellow,190425_193839_105_j01,0,75,775,333,0.88
,,,190425_193839_106_j01,,,3.59,-93.82,0,green,190425_193839_106_j01,5,33,756,372,0.88
,,,190425_193839_107_j01,,,3.67,-93.39,0,green,190425_193839_107_j01,0,28,812,364,0.88
,,,190425_193839_108_j01,,,3.75,-92.96,0,green,190425_193839_108_j01,5,37,802,329,0.88
,,,190425_193839_109_j01,,,3.83,-92.51,0,green,190425_193839_109_j01,0,27,840,366,0.88
,,,190425_193839_110_j01,,,3.91,-92.06,0,green,190425_193839_110_j01,0,70,775,365,0.88
,,,190425_193839_111_j01,,,3.99,-91.58,0,green,190425_193839_111_j01,0,39,785,326,0.88
,,,190425_193839_112_j01,,,4.08,-91.08,0,green,190425_193839_112_j01,0,44,820,387,0.88
,,,190425_193839_113_j01,,,4.17,-90.55,0,green,190425_193839_113_j01,15,8,687,266,0.88
,,,190425_193839_114_j01,,,4.27,-89.99,0,green,190425_193839_114_j01,0,0,961,103,0.88
,,,190425_193839_115_j01,,,4.37,-89.37,0,green,190425_193839_115_j01,3,4,658,230,0.88
,,,190425_193839_116_j01,,,4.49,-88.7,0,green,190425_193839_116_j01,6,8,606,254,0.87
,,,190425_193839_117_j01,,,4.61,-87.94,0,green,190425_193839_117_j01,0,10,750,358,0.87
,,,190425_193839_118_j01,,,4.75,-87.08,0,green,190425_193839_118_j01,31,5,866,269,0.87
,,,190425_193839_119_j01,,,4.91,-86.08,0,green,190425_193839_119_j01,27,2,805,313,0.87
,,,190425_193839_120_j01,,,5.09,-84.87,0,green,190425_193839_120_j01,5,0,708,113,0.86
,,,190425_193911_001_j01,,,2.4,-103.23,0,green,190425_193911_001_j01,28,0,769,531,0.87
,,,190425_193911_002_j01,,,2.61,-102.04,0,green,190425_193911_002_j01,9,3,566,504,0.87
,,,190425_193911_003_j01,,,2.78,-101.05,0,green,190425_193911_003_j01,14,4,830,432,0.87
,,,190425_193911_004_j01,,,2.93,-100.2,0,green,190425_193911_004_j01,0,0,960,533,0.87
,,,190425_193911_005_j01,,,3.06,-99.45,0,green,190425_193911_005_j01,2,1,887,532,0.87
,,,190425_193911_006_j01,,,3.18,-98.78,0,green,190425_193911_006_j01,36,0,738,329,0.88
,,,190425_193911_007_j01,,,3.29,-98.17,0,green,190425_193911_007_j01,30,8,602,523,0.88
,,,190425_193911_008_j01,,,3.39,-97.61,0,green,190425_193911_008_j01,40,9,729,435,0.88
,,,190425_193911_009_j01,,,3.48,-97.08,0,green,190425_193911_009_j01,1,75,757,568,0.88
,,,190425_193911_010_j01,,,3.57,-96.59,0,green,190425_193911_010_j01,30,3,765,362,0.88
,,,190425_193911_011_j01,,,3.66,-96.11,0,green,190425_193911_011_j01,0,0,961,376,0.88
,,,190425_193911_012_j01,,,3.74,-95.66,0,green,190425_193911_012_j01,23,3,780,359,0.88
,,,190425_193911_013_j01,,,3.82,-95.21,0,green,190425_193911_013_j01,10,15,697,319,0.88
,,,190425_193911_014_j01,,,3.9,-94.78,0,green,190425_193911_014_j01,40,19,608,341,0.88
,,,190425_193911_015_j01,,,3.98,-94.35,0,green,190425_193911_015_j01,8,63,576,324,0.88
,,,190425_193911_016_j01,,,4.06,-93.92,0,green,190425_193911_016_j01,3,67,762,300,0.88
,,,190425_193911_017_j01,,,4.14,-93.5,0,yellow,190425_193911_017_j01,7,85,682,298,0.88
,,,190425_193911_018_j01,,,4.22,-93.06,0,yellow,190425_193911_018_j01,5,95,740,282,0.88
,,,190425_193911_019_j01,,,4.3,-92.62,0,green,190425_193911_019_j01,3,77,873,337,0.88
,,,190425_193911_020_j01,,,4.38,-92.16,0,green,190425_193911_020_j01,0,60,775,366,0.88
,,,190425_193911_021_j01,,,4.46,-91.69,0,green,190425_193911_021_j01,4,41,691,348,0.88
,,,190425_193911_022_j01,,,4.55,-91.19,0,green,190425_193911_022_j01,6,15,555,359,0.88
,,,190425_193911_023_j01,,,4.64,-90.66,0,green,190425_193911_023_j01,16,23,774,358,0.88
,,,190425_193911_024_j01,,,4.74,-90.09,0,green,190425_193911_024_j01,1,0,607,135,0.88
,,,190425_193911_025_j01,,,4.84,-89.48,0,green,190425_193911_025_j01,23,2,673,189,0.88
,,,190425_193911_026_j01,,,4.96,-88.8,0,green,190425_193911_026_j01,42,4,723,219,0.87
,,,190425_193911_027_j01,,,5.08,-88.04,0,green,190425_193911_027_j01,33,1,710,103,0.87
,,,190425_193911_028_j01,,,5.22,-87.18,0,green,190425_193911_028_j01,25,21,502,202,0.87
,,,190425_193911_029_j01,,,5.37,-86.18,0,green,190425_193911_029_j01,26,2,704,312,0.87
,,,190425_193911_030_j01,,,5.56,-84.97,0,green,190425_193911_030_j01,4,2,717,266,0.86
,,,190425_193911_031_j01,,,2.87,-103.34,0,green,190425_193911_031_j01,72,0,709,530,0.87
,,,190425_193911_032_j01,,,3.07,-102.15,0,green,190425_193911_032_j01,11,3,517,549,0.87
,,,190425_193911_033_j01,,,3.24,-101.16,0,green,190425_193911_033_j01,2,1,623,99,0.87
,,,190425_193911_034_j01,,,3.39,-100.31,0,green,190425_193911_034_j01,0,1,711,103,0.87
,,,190425_193911_035_j01,,,3.53,-99.56,0,green,190425_193911_035_j01,0,0,813,490,0.87
,,,190425_193911_036_j01,,,3.65,-98.89,0,green,190425_193911_036_j01,67,0,731,315,0.88
,,,190425_193911_037_j01,,,3.76,-98.28,0,green,190425_193911_037_j01,76,1,829,320,0.88
,,,190425_193911_038_j01,,,3.86,-97.72,0,yellow,190425_193911_038_j01,36,13,721,483,0.88
,,,190425_193911_039_j01,,,3.95,-97.19,0,green,190425_193911_039_j01,27,41,628,522,0.88
,,,190425_193911_040_j01,,,4.04,-96.69,0,green,190425_193911_040_j01,39,22,644,437,0.88
,,,190425_193911_041_j01,,,4.13,-96.22,0,green,190425_193911_041_j01,43,1,805,294,0.88
,,,190425_193911_042_j01,,,4.21,-95.76,0,green,190425_193911_042_j01,34,1,732,316,0.88
,,,190425_193911_043_j01,,,4.29,-95.32,0,green,190425_193911_043_j01,53,2,734,241,0.88
,,,190425_193911_044_j01,,,4.37,-94.89,0,yellow,190425_193911_044_j01,30,47,483,220,0.88
,,,190425_193911_045_j01,,,4.45,-94.46,0,red,190425_193911_045_j01,0,85,961,279,0.88
,,,190425_193911_046_j01,,,4.53,-94.03,0,yellow,190425_193911_046_j01,20,76,782,285,0.88
,,,190425_193911_047_j01,,,4.61,-93.6,0,green,190425_193911_047_j01,5,71,686,303,0.88
,,,190425_193911_048_j01,,,4.69,-93.17,0,green,190425_193911_048_j01,5,69,662,286,0.88
,,,190425_193911_049_j01,,,4.77,-92.72,0,green,190425_193911_049_j01,0,70,775,346,0.88
,,,190425_193911_050_j01,,,4.85,-92.27,0,green,190425_193911_050_j01,0,84,775,375,0.88
,,,190425_193911_051_j01,,,4.93,-91.79,0,green,190425_193911_051_j01,6,45,704,390,0.88
,,,190425_193911_052_j01,,,5.02,-91.29,0,green,190425_193911_052_j01,14,19,624,342,0.88
,,,190425_193911_053_j01,,,5.11,-90.76,0,green,190425_193911_053_j01,23,12,651,325,0.88
,,,190425_193911_054_j01,,,5.21,-90.19,0,green,190425_193911_054_j01,39,0,690,267,0.88
,,,190425_193911_055_j01,,,5.31,-89.58,0,green,190425_193911_055_j01,31,1,748,185,0.88
,,,190425_193911_056_j01,,,5.42,-88.9,0,green,190425_193911_056_j01,54,6,765,221,0.88
,,,190425_193911_057_j01,,,5.55,-88.14,0,green,190425_193911_057_j01,38,4,743,272,0.87
,,,190425_193911_058_j01,,,5.68,-87.28,0,green,190425_193911_058_j01,2,11,770,265,0.87
,,,190425_193911_059_j01,,,5.84,-86.28,0,green,190425_193911_059_j01,0,1,960,106,0.87
,,,190425_193911_060_j01,,,6.02,-85.07,0,green,190425_193911_060_j01,0,0,960,237,0.87
,,,190425_193911_061_j01,,,3.33,-103.45,0,green,190425_193911_061_j01,76,0,620,452,0.87
,,,190425_193911_062_j01,,,3.54,-102.26,0,green,190425_193911_062_j01,53,1,626,539,0.87
,,,190425_193911_063_j01,,,3.71,-101.27,0,green,190425_193911_063_j01,19,2,679,371,0.87
,,,190425_193911_064_j01,,,3.86,-100.42,0,green,190425_193911_064_j01,0,0,813,448,0.88
,,,190425_193911_065_j01,,,3.99,-99.67,0,green,190425_193911_065_j01,0,1,842,583,0.88
,,,190425_193911_066_j01,,,4.11,-99.0,0,green,190425_193911_066_j01,46,3,788,488,0.88
,,,190425_193911_067_j01,,,4.22,-98.39,0,green,190425_193911_067_j01,24,25,631,558,0.88
,,,190425_193911_068_j01,,,4.33,-97.82,0,yellow,190425_193911_068_j01,31,16,618,527,0.88
,,,190425_193911_069_j01,,,4.42,-97.3,0,green,190425_193911_069_j01,47,7,630,462,0.88
,,,190425_193911_070_j01,,,4.51,-96.8,0,yellow,190425_193911_070_j01,44,9,699,437,0.88
,,,190425_193911_071_j01,,,4.6,-96.33,0,green,190425_193911_071_j01,17,0,875,289,0.88
,,,190425_193911_072_j01,,,4.68,-95.87,0,yellow,190425_193911_072_j01,42,1,719,367,0.88
,,,190425_193911_073_j01,,,4.76,-95.43,0,green,190425_193911_073_j01,39,3,790,235,0.88
,,,190425_193911_074_j01,,,4.84,-94.99,0,green,190425_193911_074_j01,0,60,961,224,0.88
,,,190425_193911_075_j01,,,4.92,-94.56,0,green,190425_193911_075_j01,0,68,961,236,0.88
,,,190425_193911_076_j01,,,5.0,-94.14,0,green,190425_193911_076_j01,0,50,625,254,0.88
,,,190425_193911_077_j01,,,5.08,-93.71,0,green,190425_193911_077_j01,28,7,665,270,0.88
,,,190425_193911_078_j01,,,5.16,-93.27,0,yellow,190425_193911_078_j01,18,42,692,317,0.88
,,,190425_193911_079_j01,,,5.24,-92.83,0,green,190425_193911_079_j01,0,50,775,365,0.88
,,,190425_193911_080_j01,,,5.32,-92.37,0,green,190425_193911_080_j01,1,21,774,351,0.88
,,,190425_193911_081_j01,,,5.4,-91.89,0,green,190425_193911_081_j01,3,15,856,364,0.88
,,,190425_193911_082_j01,,,5.49,-91.39,0,green,190425_193911_082_j01,0,68,775,345,0.88
,,,190425_193911_083_j01,,,5.58,-90.86,0,green,190425_193911_083_j01,0,16,836,393,0.88
,,,190425_193911_084_j01,,,5.68,-90.3,0,green,190425_193911_084_j01,3,2,549,183,0.88
,,,190425_193911_085_j01,,,5.78,-89.68,0,green,190425_193911_085_j01,7,6,688,210,0.88
,,,190425_193911_086_j01,,,5.89,-89.0,0,green,190425_193911_086_j01,8,8,537,226,0.87
,,,190425_193911_087_j01,,,6.01,-88.24,0,green,190425_193911_087_j01,11,5,709,262,0.87
,,,190425_193911_088_j01,,,6.15,-87.38,0,green,190425_193911_088_j01,4,0,673,103,0.87
,,,190425_193911_089_j01,,,6.31,-86.38,0,green,190425_193911_089_j01,31,2,894,524,0.87
,,,190425_193911_090_j01,,,6.49,-85.17,0,green,190425_193911_090_j01,17,2,807,220,0.87
,,,190425_193911_091_j01,,,3.79,-103.56,0,green,190425_193911_091_j01,52,2,648,103,0.87
,,,190425_193911_092_j01,,,4.0,-102.37,0,green,190425_193911_092_j01,63,2,542,414,0.87
,,,190425_193911_093_j01,,,4.18,-101.38,0,green,190425_193911_093_j01,57,6,616,555,0.88
,,,190425_193911_094_j01,,,4.33,-100.53,0,green,190425_193911_094_j01,2,0,843,523,0.88
,,,190425_193911_095_j01,,,4.46,-99.78,0,green,190425_193911_095_j01,49,0,730,449,0.88
,,,190425_193911_096_j01,,,4.58,-99.1,0,yellow,190425_193911_096_j01,100,0,752,474,0.88
,,,190425_193911_097_j01,,,4.69,-98.49,0,green,190425_193911_097_j01,43,2,498,270,0.88
,,,190425_193911_098_j01,,,4.8,-97.93,0,yellow,190425_193911_098_j01,41,20,517,251,0.88
,,,190425_193911_099_j01,,,4.89,-97.4,0,green,190425_193911_099_j01,26,12,685,214,0.88
,,,190425_193911_100_j01,,,4.98,-96.91,0,green,190425_193911_100_j01,18,2,712,209,0.88
,,,190425_193911_101_j01,,,5.07,-96.43,0,green,190425_193911_101_j01,5,8,834,332,0.88
